BR_BR8T,BR_BR10T,BR_BR14T,BR_BR16T,BR_BR18T,BR_BR20T,BR_BR6T,BR_BR15T,BR_BR21T,BR_BR29T,BR_BR31T,BR_BR32T,BR_U1,BR_U16,BR_UX6,BR_UX8,BR_UX19,BR_B24T,BR_B46T,BR_B30T,BR_B34T,BR_B36T,BR_B37T,BR_B38T,BR_B39T,BR_B41T,PR_PR28T,PR_PR13BT,PR_PR8T,PR_PR21T,PR_PR27T,PR_PR9T,PR_PR7T,PR_PR19T,PR_PR5T,PR_PR24T,PR_U38,PR_U41,PR_PR4,PR_PR3,PR_PR1,PR_PR10,PR_PR22,PR_PR12,PR_PR31,PR_PR30,PR_PR26,PR_PR16,PR_PR23,PR_PR4,PR_PR11,PR_PR17,LU_A_LU_A31T,LU_A_LU_A34T,LU_A_LU_A39T,LU_A_LU_A8T,LU_A_LU_A20T,LU_A_LU_A5T,LU_A_LU_A6T,LU_A_LU_A17T,LU_A_LU_A18T,LU_S_LU_S20T,LU_S_LU_S24T,LU_S_LU_S25T,LU_S_LU_S12T,LU_S_LU_S13T,LU_S_LU_S14T,LU_S_LU_S44T,LU_S_LU_S7T,LUA_U17,LUA_UX4,LUA_LU40T,LUA_LU44T,LUA_LU33T,LUS_U2,LUS_U50,LUS_LU41T,LUS_LU30T,LUS_LU26T,LUS_LU36T,CO_CO7T,CO_CO9T,CO_CO42T,CO_CO15T,CO_CO40T,CO_CO27T,CO_CO30T,CO_CO32T,CO_CO88T,CO_CO24T,CO_CO8T,CO_U6,CO_U12,CO_CO14T,CO_CO21T,CO_CO23T,CO_CO5T,CO_CO43T,CO_CO70T,CO_CO49T,CO_CO51T,CO_CO56T,CO_CO61T
678,985,756,586,174,927,1756,869,621,1118,1772,182,170,799,618,1558,283,353,769,109,20,869,214,613,593,528,494,80,212,280,501,236,678,985,756,586,174,927,1756,869,621,1118,1772,182,170,799,618,1558,283,353,769,109,20,869,214,613,593,528,494,80,212,280,501,236,678,985,756,586,174,927,1756,869,621,1118,1772,182,170,799,618,1558,283,353,769,109,20,869,214,613,593,528,494,80,212,280,501,236,678,985,756,586,174,927,1756
382,112,297,187,33,163,267,240,203,271,281,70,91,186,191,502,118,189,197,51,40,408,104,216,364,183,228,41,83,96,131,93,382,112,297,187,33,163,267,240,203,271,281,70,91,186,191,502,118,189,197,51,40,408,104,216,364,183,228,41,83,96,131,93,382,112,297,187,33,163,267,240,203,271,281,70,91,186,191,502,118,189,197,51,40,408,104,216,364,183,228,41,83,96,131,93,382,112,297,187,33,163,267
81.5,49.5,191.5,36.5,60,95,93.5,171.5,39.5,42,76.5,20,167.5,26.5,27.5,26,20,102.65,25,51,44.8,37.5,80.5,135,114,70.5,107,31.5,20.4,38,148.5,35,81.5,49.5,191.5,36.5,60,95,93.5,171.5,39.5,42,76.5,20,167.5,26.5,27.5,26,20,102.65,25,51,44.8,37.5,80.5,135,114,70.5,107,31.5,20.4,38,148.5,35,81.5,49.5,191.5,36.5,60,95,93.5,171.5,39.5,42,76.5,20,167.5,26.5,27.5,26,20,102.65,25,51,44.8,37.5,80.5,135,114,70.5,107,31.5,20.4,38,148.5,35,81.5,49.5,191.5,36.5,60,95,93.5
171,597,462,160,20,200,436,157,89,502,520,24,48,157,130,1064,31,20,218,20,20,514,20,107,238,145,122,20,20,20,251,175,171,597,462,160,20,200,436,157,89,502,520,24,48,157,130,1064,31,20,218,20,20,514,20,107,238,145,122,20,20,20,251,175,171,597,462,160,20,200,436,157,89,502,520,24,48,157,130,1064,31,20,218,20,20,514,20,107,238,145,122,20,20,20,251,175,171,597,462,160,20,200,436
288,368,298,214,103,263,422,265,257,426,398,209,104,144,341,611,20,123,267,83,113,352,108,387,338,129,168,59,105,161,207,120,288,368,298,214,103,263,422,265,257,426,398,209,104,144,341,611,20,123,267,83,113,352,108,387,338,129,168,59,105,161,207,120,288,368,298,214,103,263,422,265,257,426,398,209,104,144,341,611,20,123,267,83,113,352,108,387,338,129,168,59,105,161,207,120,288,368,298,214,103,263,422
242,319,327,242,20,191,237,183,148,254,273,20,40,47,1365,1597,303,434,538,20,20,258,51,289,302,168,111,141,73,126,163,57,242,319,327,242,20,191,237,183,148,254,273,20,40,47,1365,1597,303,434,538,20,20,258,51,289,302,168,111,141,73,126,163,57,242,319,327,242,20,191,237,183,148,254,273,20,40,47,1365,1597,303,434,538,20,20,258,51,289,302,168,111,141,73,126,163,57,242,319,327,242,20,191,237
57,41,80,20,35,10250,16000,11708,7115,12959,16000,6275,3124,10924,20,114,33,71,75,29,20,6002,64,69,74,52,46,57,20,24,79,20,57,41,80,20,35,10250,16000,11708,7115,12959,16000,6275,3124,10924,20,114,33,71,75,29,20,6002,64,69,74,52,46,57,20,24,79,20,57,41,80,20,35,10250,16000,11708,7115,12959,16000,6275,3124,10924,20,114,33,71,75,29,20,6002,64,69,74,52,46,57,20,24,79,20,57,41,80,20,35,10250,16000
20,129,20,20,20,20,20,20,20,36,20,27,379,58,20,20,91,99,20,128,57,20,20,20,20,24,20,20,20,20,60,22,20,129,20,20,20,20,20,20,20,36,20,27,379,58,20,20,91,99,20,128,57,20,20,20,20,24,20,20,20,20,60,22,20,129,20,20,20,20,20,20,20,36,20,27,379,58,20,20,91,99,20,128,57,20,20,20,20,24,20,20,20,20,60,22,20,129,20,20,20,20,20
729.5,292.5,400.5,282,22.5,195.5,754,328.5,316.5,748.5,816,172,136.5,249,538.5,915.5,172,168.5,309.5,103.5,114.5,486,139.5,314,294,256.5,172,95.5,162,120,185.5,54,729.5,292.5,400.5,282,22.5,195.5,754,328.5,316.5,748.5,816,172,136.5,249,538.5,915.5,172,168.5,309.5,103.5,114.5,486,139.5,314,294,256.5,172,95.5,162,120,185.5,54,729.5,292.5,400.5,282,22.5,195.5,754,328.5,316.5,748.5,816,172,136.5,249,538.5,915.5,172,168.5,309.5,103.5,114.5,486,139.5,314,294,256.5,172,95.5,162,120,185.5,54,729.5,292.5,400.5,282,22.5,195.5,754
418.33333,984.66667,759.66667,197.6,34.66667,665,1069.4,1165.66667,194,724,1048.33333,832.66667,388.33333,185.66667,315,679.66667,316.33333,134.66667,929.66667,20,23.2,980,77,123.66667,594,156,260.66667,20,49.43333,86,238.33333,209.96667,418.33333,984.66667,759.66667,197.6,34.66667,665,1069.4,1165.66667,194,724,1048.33333,832.66667,388.33333,185.66667,315,679.66667,316.33333,134.66667,929.66667,20,23.2,980,77,123.66667,594,156,260.66667,20,49.43333,86,238.33333,209.96667,418.33333,984.66667,759.66667,197.6,34.66667,665,1069.4,1165.66667,194,724,1048.33333,832.66667,388.33333,185.66667,315,679.66667,316.33333,134.66667,929.66667,20,23.2,980,77,123.66667,594,156,260.66667,20,49.43333,86,238.33333,209.96667,418.33333,984.66667,759.66667,197.6,34.66667,665,1069.4
77,20,20,20,20,31,1077,2033,43,88,20,20,41,25,20,20,20,20,20,33,20,558,20,20,20,20,26,20,20,20,21,20,77,20,20,20,20,31,1077,2033,43,88,20,20,41,25,20,20,20,20,20,33,20,558,20,20,20,20,26,20,20,20,21,20,77,20,20,20,20,31,1077,2033,43,88,20,20,41,25,20,20,20,20,20,33,20,558,20,20,20,20,26,20,20,20,21,20,77,20,20,20,20,31,1077
8670,9279,10200,7582,641,7858,8939,10317,10258,9792,9513,3029,6980,7368,6020,16000,2488,2982,5902,164,84,9310,10572,8788,8522,8442,11245,3376,2986,4483,10514,6254,8670,9279,10200,7582,641,7858,8939,10317,10258,9792,9513,3029,6980,7368,6020,16000,2488,2982,5902,164,84,9310,10572,8788,8522,8442,11245,3376,2986,4483,10514,6254,8670,9279,10200,7582,641,7858,8939,10317,10258,9792,9513,3029,6980,7368,6020,16000,2488,2982,5902,164,84,9310,10572,8788,8522,8442,11245,3376,2986,4483,10514,6254,8670,9279,10200,7582,641,7858,8939
12032.33333,11753.33333,13164.33333,9562.66667,1427.66667,8067.33333,9765,10913,9717.33333,12700.33333,13709.66667,6480.33333,6655.33333,7829.33333,12575.66667,16000,5519.66667,4114.9,11766.33333,432.66667,433.06667,15326.66667,3514.33333,11615.33333,13360.66667,9085.33333,6826.33333,1711.33333,4152.63333,3666.66667,7632,8754.16667,12032.33333,11753.33333,13164.33333,9562.66667,1427.66667,8067.33333,9765,10913,9717.33333,12700.33333,13709.66667,6480.33333,6655.33333,7829.33333,12575.66667,16000,5519.66667,4114.9,11766.33333,432.66667,433.06667,15326.66667,3514.33333,11615.33333,13360.66667,9085.33333,6826.33333,1711.33333,4152.63333,3666.66667,7632,8754.16667,12032.33333,11753.33333,13164.33333,9562.66667,1427.66667,8067.33333,9765,10913,9717.33333,12700.33333,13709.66667,6480.33333,6655.33333,7829.33333,12575.66667,16000,5519.66667,4114.9,11766.33333,432.66667,433.06667,15326.66667,3514.33333,11615.33333,13360.66667,9085.33333,6826.33333,1711.33333,4152.63333,3666.66667,7632,8754.16667,12032.33333,11753.33333,13164.33333,9562.66667,1427.66667,8067.33333,9765
364,116,288,440,80,1075,1519,2749,1052,723,525,774,788,474,432,390,194,555,346,391,462,504,252,518,508,475,339,252,308,345,285,150,364,116,288,440,80,1075,1519,2749,1052,723,525,774,788,474,432,390,194,555,346,391,462,504,252,518,508,475,339,252,308,345,285,150,364,116,288,440,80,1075,1519,2749,1052,723,525,774,788,474,432,390,194,555,346,391,462,504,252,518,508,475,339,252,308,345,285,150,364,116,288,440,80,1075,1519
4839,7504,8428,3692,678,2003,2637,3832,2090,3975,4697,742,1346,2325,4098,10372,2025,1460,3793,56,91,7122,263,4629,6218,3892,4995,63,1435,1177,3007,2211,4839,7504,8428,3692,678,2003,2637,3832,2090,3975,4697,742,1346,2325,4098,10372,2025,1460,3793,56,91,7122,263,4629,6218,3892,4995,63,1435,1177,3007,2211,4839,7504,8428,3692,678,2003,2637,3832,2090,3975,4697,742,1346,2325,4098,10372,2025,1460,3793,56,91,7122,263,4629,6218,3892,4995,63,1435,1177,3007,2211,4839,7504,8428,3692,678,2003,2637
634,1159,2102,674,20,5801,10269,10136,8308,7498,8852,1877,4880,7008,403,4218,218,89,376,20,58,13717,5717,6609,10849,6369,9103,2599,2953,3588,7927,8461,634,1159,2102,674,20,5801,10269,10136,8308,7498,8852,1877,4880,7008,403,4218,218,89,376,20,58,13717,5717,6609,10849,6369,9103,2599,2953,3588,7927,8461,634,1159,2102,674,20,5801,10269,10136,8308,7498,8852,1877,4880,7008,403,4218,218,89,376,20,58,13717,5717,6609,10849,6369,9103,2599,2953,3588,7927,8461,634,1159,2102,674,20,5801,10269
20,20,20,20,20,20,20,20,20,70,20,20,145,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,70,20,20,145,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,70,20,20,145,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
289,754,616,169,20,226,345,409,451,678,695,407,529,272,106,586,28,20,165,20,20,902,44,334,503,51,20,20,20,20,181,548,289,754,616,169,20,226,345,409,451,678,695,407,529,272,106,586,28,20,165,20,20,902,44,334,503,51,20,20,20,20,181,548,289,754,616,169,20,226,345,409,451,678,695,407,529,272,106,586,28,20,165,20,20,902,44,334,503,51,20,20,20,20,181,548,289,754,616,169,20,226,345
1064,1267.5,2477,1346.2,103.5,1368.5,1048.05,1937,991,618,1131.5,1537.5,975,408.5,2168,2572.5,1367,878.55,3771.5,530,481.85,1895.5,775,1799.5,3162.5,1906.5,2866,440,709.85,1063.5,930,1165.8,1064,1267.5,2477,1346.2,103.5,1368.5,1048.05,1937,991,618,1131.5,1537.5,975,408.5,2168,2572.5,1367,878.55,3771.5,530,481.85,1895.5,775,1799.5,3162.5,1906.5,2866,440,709.85,1063.5,930,1165.8,1064,1267.5,2477,1346.2,103.5,1368.5,1048.05,1937,991,618,1131.5,1537.5,975,408.5,2168,2572.5,1367,878.55,3771.5,530,481.85,1895.5,775,1799.5,3162.5,1906.5,2866,440,709.85,1063.5,930,1165.8,1064,1267.5,2477,1346.2,103.5,1368.5,1048.05
315.5,78.5,106.5,66.5,44,54.5,54,53,167,74.5,73,809.5,33,121.5,212,361.5,122,125.5,99.5,250,123.5,104.5,79.5,115.5,82.5,96,98.5,64.5,33.5,42,44,62.5,315.5,78.5,106.5,66.5,44,54.5,54,53,167,74.5,73,809.5,33,121.5,212,361.5,122,125.5,99.5,250,123.5,104.5,79.5,115.5,82.5,96,98.5,64.5,33.5,42,44,62.5,315.5,78.5,106.5,66.5,44,54.5,54,53,167,74.5,73,809.5,33,121.5,212,361.5,122,125.5,99.5,250,123.5,104.5,79.5,115.5,82.5,96,98.5,64.5,33.5,42,44,62.5,315.5,78.5,106.5,66.5,44,54.5,54
130,214,54,162.7,20,98,106.2,176,226,73,133,609,379,119,234,99,114,76,186,95,150,267,94,149,221,74,21,121,171.4,129,377,74.5,130,214,54,162.7,20,98,106.2,176,226,73,133,609,379,119,234,99,114,76,186,95,150,267,94,149,221,74,21,121,171.4,129,377,74.5,130,214,54,162.7,20,98,106.2,176,226,73,133,609,379,119,234,99,114,76,186,95,150,267,94,149,221,74,21,121,171.4,129,377,74.5,130,214,54,162.7,20,98,106.2
685,1017.5,1043,190.35,34.5,205.5,631.5,554,253,635,1158.5,453,160,148.5,801.5,1729.5,881.5,254,1596.5,20,21.25,1483,97.5,442,1491.5,278,432,20,154.8,111.5,208.5,744.05,685,1017.5,1043,190.35,34.5,205.5,631.5,554,253,635,1158.5,453,160,148.5,801.5,1729.5,881.5,254,1596.5,20,21.25,1483,97.5,442,1491.5,278,432,20,154.8,111.5,208.5,744.05,685,1017.5,1043,190.35,34.5,205.5,631.5,554,253,635,1158.5,453,160,148.5,801.5,1729.5,881.5,254,1596.5,20,21.25,1483,97.5,442,1491.5,278,432,20,154.8,111.5,208.5,744.05,685,1017.5,1043,190.35,34.5,205.5,631.5
792.5,1060.5,1092.5,236.05,37,322.5,815.7,741,330.5,782,1360,455.5,348.5,251,826.5,2074.5,339.5,274.45,2102.5,37,35.55,2697.5,480,546.5,1601,627.5,980.5,52.5,166.95,258,196.5,745.7,792.5,1060.5,1092.5,236.05,37,322.5,815.7,741,330.5,782,1360,455.5,348.5,251,826.5,2074.5,339.5,274.45,2102.5,37,35.55,2697.5,480,546.5,1601,627.5,980.5,52.5,166.95,258,196.5,745.7,792.5,1060.5,1092.5,236.05,37,322.5,815.7,741,330.5,782,1360,455.5,348.5,251,826.5,2074.5,339.5,274.45,2102.5,37,35.55,2697.5,480,546.5,1601,627.5,980.5,52.5,166.95,258,196.5,745.7,792.5,1060.5,1092.5,236.05,37,322.5,815.7
43,114,229,77,20,102,82,44,20,20,20,52,20,20,20,112,20,20,36,20,38,20,20,20,59,96,56,20,20,59,20,20,43,114,229,77,20,102,82,44,20,20,20,52,20,20,20,112,20,20,36,20,38,20,20,20,59,96,56,20,20,59,20,20,43,114,229,77,20,102,82,44,20,20,20,52,20,20,20,112,20,20,36,20,38,20,20,20,59,96,56,20,20,59,20,20,43,114,229,77,20,102,82
139.5,52,186,45.9,33,51,85,355,111,93.5,78,98,261,63,322,315.5,286.5,30.95,311.5,350.5,133.55,95.5,87.5,169.5,266,105.5,121,44.5,189.35,125.5,35.5,20,139.5,52,186,45.9,33,51,85,355,111,93.5,78,98,261,63,322,315.5,286.5,30.95,311.5,350.5,133.55,95.5,87.5,169.5,266,105.5,121,44.5,189.35,125.5,35.5,20,139.5,52,186,45.9,33,51,85,355,111,93.5,78,98,261,63,322,315.5,286.5,30.95,311.5,350.5,133.55,95.5,87.5,169.5,266,105.5,121,44.5,189.35,125.5,35.5,20,139.5,52,186,45.9,33,51,85
98,145,119,84,20,77,67,108,86,66,63,27,20,51,48,20,20,20,20,38,20,117,20,20,160,57,98,20,20,92,20,46,98,145,119,84,20,77,67,108,86,66,63,27,20,51,48,20,20,20,20,38,20,117,20,20,160,57,98,20,20,92,20,46,98,145,119,84,20,77,67,108,86,66,63,27,20,51,48,20,20,20,20,38,20,117,20,20,160,57,98,20,20,92,20,46,98,145,119,84,20,77,67
20,111,44,93.7,20,20,20,80,20,20,20,20,20,20,356,20,128,59.8,120,20,92.5,20,20,148,49,20,20,20,20,20,132,20,20,111,44,93.7,20,20,20,80,20,20,20,20,20,20,356,20,128,59.8,120,20,92.5,20,20,148,49,20,20,20,20,20,132,20,20,111,44,93.7,20,20,20,80,20,20,20,20,20,20,356,20,128,59.8,120,20,92.5,20,20,148,49,20,20,20,20,20,132,20,20,111,44,93.7,20,20,20
82,369,292,184,111,105,187,234,171,252,391,196,103,195,263,211,67,134,144,59,134,513,141,505,398,162,270,97,118,98,212,193,82,369,292,184,111,105,187,234,171,252,391,196,103,195,263,211,67,134,144,59,134,513,141,505,398,162,270,97,118,98,212,193,82,369,292,184,111,105,187,234,171,252,391,196,103,195,263,211,67,134,144,59,134,513,141,505,398,162,270,97,118,98,212,193,82,369,292,184,111,105,187
212,423.5,250.5,90.05,38,210,284.25,249,90,175,218.5,69,22,73,151.5,429.5,151.5,168.3,418,25.5,20,303.5,111.5,80.5,301.5,133,91,30,64.95,94.5,39.5,136.85,212,423.5,250.5,90.05,38,210,284.25,249,90,175,218.5,69,22,73,151.5,429.5,151.5,168.3,418,25.5,20,303.5,111.5,80.5,301.5,133,91,30,64.95,94.5,39.5,136.85,212,423.5,250.5,90.05,38,210,284.25,249,90,175,218.5,69,22,73,151.5,429.5,151.5,168.3,418,25.5,20,303.5,111.5,80.5,301.5,133,91,30,64.95,94.5,39.5,136.85,212,423.5,250.5,90.05,38,210,284.25
172,249,209,169,90,219,206,295,87,182,180,170,102,134,98,366,88,171,170,28,20,250,84,83,157,178,150,80,132,114,114,118,172,249,209,169,90,219,206,295,87,182,180,170,102,134,98,366,88,171,170,28,20,250,84,83,157,178,150,80,132,114,114,118,172,249,209,169,90,219,206,295,87,182,180,170,102,134,98,366,88,171,170,28,20,250,84,83,157,178,150,80,132,114,114,118,172,249,209,169,90,219,206
211,117,628,62.4,20,25,269.8,80,49,290,647,334,101,20,251,330,58,20,40,69,20,278,20,26,95,27,20,34,20,20,29,20,211,117,628,62.4,20,25,269.8,80,49,290,647,334,101,20,251,330,58,20,40,69,20,278,20,26,95,27,20,34,20,20,29,20,211,117,628,62.4,20,25,269.8,80,49,290,647,334,101,20,251,330,58,20,40,69,20,278,20,26,95,27,20,34,20,20,29,20,211,117,628,62.4,20,25,269.8
374,2042,981.5,260.2,63,20,20,20.5,23.5,25.5,32,44.5,79.5,20,29,124,74,20,166,76.5,48.2,32.5,20,24,49.5,20,20,40.5,28.9,20,38.5,20,374,2042,981.5,260.2,63,20,20,20.5,23.5,25.5,32,44.5,79.5,20,29,124,74,20,166,76.5,48.2,32.5,20,24,49.5,20,20,40.5,28.9,20,38.5,20,374,2042,981.5,260.2,63,20,20,20.5,23.5,25.5,32,44.5,79.5,20,29,124,74,20,166,76.5,48.2,32.5,20,24,49.5,20,20,40.5,28.9,20,38.5,20,374,2042,981.5,260.2,63,20,20
572,471,334,437,301,495,458,609,614,523,253,368,30,357,937,1033,131,222,749,119,20,486,267,740,434,449,470,352,370,501,411,320,572,471,334,437,301,495,458,609,614,523,253,368,30,357,937,1033,131,222,749,119,20,486,267,740,434,449,470,352,370,501,411,320,572,471,334,437,301,495,458,609,614,523,253,368,30,357,937,1033,131,222,749,119,20,486,267,740,434,449,470,352,370,501,411,320,572,471,334,437,301,495,458
371,428.5,512,123.35,20,84,97.35,150,106,146.5,188.5,79,20,68,317,920.5,146.5,66.2,688.5,20,20,274.5,20,84.5,289,67.5,34.5,20,43,20,86.5,133.3,371,428.5,512,123.35,20,84,97.35,150,106,146.5,188.5,79,20,68,317,920.5,146.5,66.2,688.5,20,20,274.5,20,84.5,289,67.5,34.5,20,43,20,86.5,133.3,371,428.5,512,123.35,20,84,97.35,150,106,146.5,188.5,79,20,68,317,920.5,146.5,66.2,688.5,20,20,274.5,20,84.5,289,67.5,34.5,20,43,20,86.5,133.3,371,428.5,512,123.35,20,84,97.35
160,213,93,165.6,38,115,300.7,128,20,38,85,422,73,20,308,69,90,20,247,62,121.8,208,87,68,41,55,38,20,96.6,95,299,88.8,160,213,93,165.6,38,115,300.7,128,20,38,85,422,73,20,308,69,90,20,247,62,121.8,208,87,68,41,55,38,20,96.6,95,299,88.8,160,213,93,165.6,38,115,300.7,128,20,38,85,422,73,20,308,69,90,20,247,62,121.8,208,87,68,41,55,38,20,96.6,95,299,88.8,160,213,93,165.6,38,115,300.7
20,20,20,20,20,43,30.1,90,72,63,185,78,20,25,20,20,20,20,20,20,20,38,20,20,20,20,20,20,20,22,20,24.5,20,20,20,20,20,43,30.1,90,72,63,185,78,20,25,20,20,20,20,20,20,20,38,20,20,20,20,20,20,20,22,20,24.5,20,20,20,20,20,43,30.1,90,72,63,185,78,20,25,20,20,20,20,20,20,20,38,20,20,20,20,20,20,20,22,20,24.5,20,20,20,20,20,43,30.1
830,581,1143,208.7,20,355,364.2,1154,586,274,354,1813,584,292,707,882,882,138.7,1000,110,445.8,335,20,20,806,490,521,308,384.9,433,244,20,830,581,1143,208.7,20,355,364.2,1154,586,274,354,1813,584,292,707,882,882,138.7,1000,110,445.8,335,20,20,806,490,521,308,384.9,433,244,20,830,581,1143,208.7,20,355,364.2,1154,586,274,354,1813,584,292,707,882,882,138.7,1000,110,445.8,335,20,20,806,490,521,308,384.9,433,244,20,830,581,1143,208.7,20,355,364.2
184,190,182,59,20,96,285,95,72,334,324,20,24,97,203,1438,119,74,287,20,20,305,29,160,213,118,98,20,20,33,131,75,184,190,182,59,20,96,285,95,72,334,324,20,24,97,203,1438,119,74,287,20,20,305,29,160,213,118,98,20,20,33,131,75,184,190,182,59,20,96,285,95,72,334,324,20,24,97,203,1438,119,74,287,20,20,305,29,160,213,118,98,20,20,33,131,75,184,190,182,59,20,96,285
65,153,86,44.7,38,85,98.5,59,27,52,20,88,74,194,84,107,60,20,72,23,20,123,20,20,49,28,20,48,20,20,57,46.2,65,153,86,44.7,38,85,98.5,59,27,52,20,88,74,194,84,107,60,20,72,23,20,123,20,20,49,28,20,48,20,20,57,46.2,65,153,86,44.7,38,85,98.5,59,27,52,20,88,74,194,84,107,60,20,72,23,20,123,20,20,49,28,20,48,20,20,57,46.2,65,153,86,44.7,38,85,98.5
453,1019,888,239,38,305,630,455,352,677,757,326,237,345,910,2217,443,373,1162,20,23,644,113,407,425,273,186,20,31,41,110,310,453,1019,888,239,38,305,630,455,352,677,757,326,237,345,910,2217,443,373,1162,20,23,644,113,407,425,273,186,20,31,41,110,310,453,1019,888,239,38,305,630,455,352,677,757,326,237,345,910,2217,443,373,1162,20,23,644,113,407,425,273,186,20,31,41,110,310,453,1019,888,239,38,305,630
41,118,171,27,20,69,271,191,42,197,243,55,20,53,324,1276,165,215,312,20,20,141,20,86,129,75,85,20,20,20,20,159,41,118,171,27,20,69,271,191,42,197,243,55,20,53,324,1276,165,215,312,20,20,141,20,86,129,75,85,20,20,20,20,159,41,118,171,27,20,69,271,191,42,197,243,55,20,53,324,1276,165,215,312,20,20,141,20,86,129,75,85,20,20,20,20,159,41,118,171,27,20,69,271
1324,1726,1644,762.8,20,638,396.6,1501,573,401,762,154,295,354,819,1901,443,223.9,1933,61,74.5,975,190,278,859,341,498,156,20,153,20,426,1324,1726,1644,762.8,20,638,396.6,1501,573,401,762,154,295,354,819,1901,443,223.9,1933,61,74.5,975,190,278,859,341,498,156,20,153,20,426,1324,1726,1644,762.8,20,638,396.6,1501,573,401,762,154,295,354,819,1901,443,223.9,1933,61,74.5,975,190,278,859,341,498,156,20,153,20,426,1324,1726,1644,762.8,20,638,396.6
53,97,146,24,20,56,80,28,36,20,60,20,20,20,241,728,54,199,213,37,46,127,24,20,126,123,60,39,20,20,62,77,53,97,146,24,20,56,80,28,36,20,60,20,20,20,241,728,54,199,213,37,46,127,24,20,126,123,60,39,20,20,62,77,53,97,146,24,20,56,80,28,36,20,60,20,20,20,241,728,54,199,213,37,46,127,24,20,126,123,60,39,20,20,62,77,53,97,146,24,20,56,80
300,68,356,247,50,216,283,412,307,202,228,131,177,93,514,332,213,452,465,523,199,234,204,403,335,328,251,185,338,175,163,137,300,68,356,247,50,216,283,412,307,202,228,131,177,93,514,332,213,452,465,523,199,234,204,403,335,328,251,185,338,175,163,137,300,68,356,247,50,216,283,412,307,202,228,131,177,93,514,332,213,452,465,523,199,234,204,403,335,328,251,185,338,175,163,137,300,68,356,247,50,216,283
147,33,20,193,20,142,49,48,20,166,63,270,151,259,20,20,20,20,116,292,220,20,59,299,83,132,22,40,20,20,129,20,147,33,20,193,20,142,49,48,20,166,63,270,151,259,20,20,20,20,116,292,220,20,59,299,83,132,22,40,20,20,129,20,147,33,20,193,20,142,49,48,20,166,63,270,151,259,20,20,20,20,116,292,220,20,59,299,83,132,22,40,20,20,129,20,147,33,20,193,20,142,49
401,453.33333,465.66667,277.53333,35.33333,252,377.06667,457,220,191,279.33333,756.66667,442,132,486.66667,418.33333,665,239.33333,539.33333,342.33333,215.86667,440,158,179.66667,399.33333,231.33333,244.66667,391.33333,251.73333,182.66667,178,198.56667,401,453.33333,465.66667,277.53333,35.33333,252,377.06667,457,220,191,279.33333,756.66667,442,132,486.66667,418.33333,665,239.33333,539.33333,342.33333,215.86667,440,158,179.66667,399.33333,231.33333,244.66667,391.33333,251.73333,182.66667,178,198.56667,401,453.33333,465.66667,277.53333,35.33333,252,377.06667,457,220,191,279.33333,756.66667,442,132,486.66667,418.33333,665,239.33333,539.33333,342.33333,215.86667,440,158,179.66667,399.33333,231.33333,244.66667,391.33333,251.73333,182.66667,178,198.56667,401,453.33333,465.66667,277.53333,35.33333,252,377.06667
1368.33333,3858,3128,725.3,24,1070,2244.16667,1963,935.66667,1103.66667,2042.66667,484.66667,406.33333,383.66667,1007.66667,2258.33333,1179.33333,430.03333,2007,74,31.33333,2218,404.33333,809,1943.33333,1061,1033,103.33333,313.26667,398.66667,282,1581.5,1368.33333,3858,3128,725.3,24,1070,2244.16667,1963,935.66667,1103.66667,2042.66667,484.66667,406.33333,383.66667,1007.66667,2258.33333,1179.33333,430.03333,2007,74,31.33333,2218,404.33333,809,1943.33333,1061,1033,103.33333,313.26667,398.66667,282,1581.5,1368.33333,3858,3128,725.3,24,1070,2244.16667,1963,935.66667,1103.66667,2042.66667,484.66667,406.33333,383.66667,1007.66667,2258.33333,1179.33333,430.03333,2007,74,31.33333,2218,404.33333,809,1943.33333,1061,1033,103.33333,313.26667,398.66667,282,1581.5,1368.33333,3858,3128,725.3,24,1070,2244.16667
315.5,571.5,280,50.45,32,20,20,36.5,58,146,86,20,20,71,118,638,184,50.05,617.5,20,20,56,20,102,232.5,44.5,78,20,20,20,383,30.05,315.5,571.5,280,50.45,32,20,20,36.5,58,146,86,20,20,71,118,638,184,50.05,617.5,20,20,56,20,102,232.5,44.5,78,20,20,20,383,30.05,315.5,571.5,280,50.45,32,20,20,36.5,58,146,86,20,20,71,118,638,184,50.05,617.5,20,20,56,20,102,232.5,44.5,78,20,20,20,383,30.05,315.5,571.5,280,50.45,32,20,20
